Payer,Service,Age Group,Gender,2002,2004,2006,2008,2010,2012
Other Payers and Programs,Other Nondurable Medical Products,Total,Females,0,0,0,0,0,1
Other Payers and Programs,Other Nondurable Medical Products,0-18,Females,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,19-44,Females,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,45-64,Females,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,65-84,Females,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,85+,Females,0,0,0,0,0,0
Out-of-Pocket,Other Nondurable Medical Products,Total,Total,31614,36063,41436,46755,48235,50461
Out-of-Pocket,Other Nondurable Medical Products,0-18,Total,1419,1580,1768,1938,1928,1933
Out-of-Pocket,Other Nondurable Medical Products,19-44,Total,5332,5884,6524,7100,7136,7299
Out-of-Pocket,Other Nondurable Medical Products,45-64,Total,10610,12493,14722,16757,17318,17733
Out-of-Pocket,Other Nondurable Medical Products,65-84,Total,11880,13379,15180,17190,17834,19203
Out-of-Pocket,Other Nondurable Medical Products,85+,Total,2372,2728,3243,3770,4019,4292
Out-of-Pocket,Other Nondurable Medical Products,Total,Males,12990,14901,17203,19492,20060,21048
Out-of-Pocket,Other Nondurable Medical Products,0-18,Males,812,904,1011,1108,1103,1105
Out-of-Pocket,Other Nondurable Medical Products,19-44,Males,2174,2396,2655,2886,2887,2959
Out-of-Pocket,Other Nondurable Medical Products,45-64,Males,4821,5679,6697,7626,7831,8017
Out-of-Pocket,Other Nondurable Medical Products,65-84,Males,4643,5281,6054,6932,7214,7842
Out-of-Pocket,Other Nondurable Medical Products,85+,Males,540,641,786,941,1025,1125
Out-of-Pocket,Other Nondurable Medical Products,Total,Females,18624,21163,24233,27262,28175,29413
Out-of-Pocket,Other Nondurable Medical Products,0-18,Females,607,676,757,830,826,829
Out-of-Pocket,Other Nondurable Medical Products,19-44,Females,3159,3488,3869,4214,4248,4340
Out-of-Pocket,Other Nondurable Medical Products,45-64,Females,5789,6813,8025,9131,9487,9716
Out-of-Pocket,Other Nondurable Medical Products,65-84,Females,7237,8098,9126,10259,10620,11361
Out-of-Pocket,Other Nondurable Medical Products,85+,Females,1832,2088,2456,2828,2994,3167
Total,Other Nondurable Medical Products,Total,Total,33292,38088,43733,49472,51246,53733
Total,Other Nondurable Medical Products,0-18,Total,1420,1582,1771,1941,1932,1935
Total,Other Nondurable Medical Products,19-44,Total,5436,6010,6666,7266,7328,7511
Total,Other Nondurable Medical Products,45-64,Total,10880,12862,15168,17319,17968,18447
Total,Other Nondurable Medical Products,65-84,Total,12942,14658,16615,18872,19672,21213
Total,Other Nondurable Medical Products,85+,Total,2613,2976,3513,4074,4347,4627
Total,Other Nondurable Medical Products,Total,Males,13677,15758,18205,20692,21425,22583
Total,Other Nondurable Medical Products,0-18,Males,813,905,1013,1110,1105,1106
Total,Other Nondurable Medical Products,19-44,Males,2234,2468,2735,2977,2993,3077
Total,Other Nondurable Medical Products,45-64,Males,4953,5858,6911,7888,8135,8358
Total,Other Nondurable Medical Products,65-84,Males,5080,5822,6685,7684,8057,8799
Total,Other Nondurable Medical Products,85+,Males,597,706,862,1033,1135,1243
Total,Other Nondurable Medical Products,Total,Females,19615,22330,25528,28780,29821,31150
Total,Other Nondurable Medical Products,0-18,Females,608,678,758,832,827,829
Total,Other Nondurable Medical Products,19-44,Females,3202,3542,3932,4289,4335,4434
Total,Other Nondurable Medical Products,45-64,Females,5928,7004,8257,9430,9833,10089
Total,Other Nondurable Medical Products,65-84,Females,7862,8836,9931,11188,11614,12413
Total,Other Nondurable Medical Products,85+,Females,2016,2271,2651,3041,3212,3384
Medicaid,Other Professional Services,Total,Total,2268,2935,3295,3951,5148,4974
Medicaid,Other Professional Services,0-18,Total,1154,1442,1646,1919,2418,2336
Medicaid,Other Professional Services,19-44,Total,622,872,966,1117,1512,1379
Medicaid,Other Professional Services,45-64,Total,293,417,474,610,821,846
Medicaid,Other Professional Services,65-84,Total,154,159,160,230,287,302
Medicaid,Other Professional Services,85+,Total,46,44,48,75,110,110
Medicaid,Other Professional Services,Total,Males,977,1264,1344,1653,2215,2181
Medicaid,Other Professional Services,0-18,Males,628,782,868,1019,1287,1254
Medicaid,Other Professional Services,19-44,Males,179,258,232,299,463,440
Medicaid,Other Professional Services,45-64,Males,114,165,184,246,348,366
Medicaid,Other Professional Services,65-84,Males,48,50,51,76,96,100
Medicaid,Other Professional Services,85+,Males,8,8,9,14,21,22
Medicaid,Other Professional Services,Total,Females,1291,1672,1951,2298,2933,2792
Medicaid,Other Professional Services,0-18,Females,526,660,778,900,1131,1083
Medicaid,Other Professional Services,19-44,Females,442,614,734,818,1050,939
Medicaid,Other Professional Services,45-64,Females,179,253,291,364,473,480
Medicaid,Other Professional Services,65-84,Females,106,109,109,154,191,202
Medicaid,Other Professional Services,85+,Females,38,36,39,61,89,88
Medicare,Other Professional Services,Total,Total,6743,8287,10211,12382,14534,16887
Medicare,Other Professional Services,0-18,Total,0,0,0,0,0,0
Medicare,Other Professional Services,19-44,Total,192,256,331,342,419,393
Medicare,Other Professional Services,45-64,Total,590,838,1193,1453,1839,2372
Medicare,Other Professional Services,65-84,Total,5008,6017,7194,8727,10056,12119
Medicare,Other Professional Services,85+,Total,954,1176,1493,1858,2220,2003
Medicare,Other Professional Services,Total,Males,2624,3200,4002,4993,5907,7245
Medicare,Other Professional Services,0-18,Males,0,0,0,0,0,0
Medicare,Other Professional Services,19-44,Males,87,118,151,153,186,174
Medicare,Other Professional Services,45-64,Males,256,359,519,635,804,1050
Medicare,Other Professional Services,65-84,Males,2002,2378,2884,3616,4205,5270
Medicare,Other Professional Services,85+,Males,279,345,448,589,711,751
Medicare,Other Professional Services,Total,Females,4119,5087,6208,7389,8627,9642
Medicare,Other Professional Services,0-18,Females,0,0,0,0,0,0
Medicare,Other Professional Services,19-44,Females,105,138,179,190,233,219
Medicare,Other Professional Services,45-64,Females,334,479,674,818,1035,1322
Medicare,Other Professional Services,65-84,Females,3006,3639,4310,5111,5851,6849
Medicare,Other Professional Services,85+,Females,675,831,1046,1270,1508,1252
Other Payers and Programs,Other Professional Services,Total,Total,5076,5296,5619,6518,6821,7457
Other Payers and Programs,Other Professional Services,0-18,Total,583,559,649,828,931,1164
Other Payers and Programs,Other Professional Services,19-44,Total,1975,2020,2162,2472,2345,2357
Other Payers and Programs,Other Professional Services,45-64,Total,1986,2139,2186,2491,2774,3037
Other Payers and Programs,Other Professional Services,65-84,Total,500,530,542,632,664,803
Other Payers and Programs,Other Professional Services,85+,Total,32,49,80,94,107,96
Other Payers and Programs,Other Professional Services,Total,Males,1981,2117,2228,2542,2798,2857
Other Payers and Programs,Other Professional Services,0-18,Males,285,294,342,473,501,624
Other Payers and Programs,Other Professional Services,19-44,Males,739,791,844,897,889,793
Other Payers and Programs,Other Professional Services,45-64,Males,761,819,800,910,1123,1155
Other Payers and Programs,Other Professional Services,65-84,Males,184,189,205,224,244,252
Other Payers and Programs,Other Professional Services,85+,Males,13,24,36,37,41,34
Other Payers and Programs,Other Professional Services,Total,Females,3095,3180,3391,3976,4023,4600
Other Payers and Programs,Other Professional Services,0-18,Females,299,265,307,355,430,540
Other Payers and Programs,Other Professional Services,19-44,Females,1236,1229,1318,1575,1456,1565
Other Payers and Programs,Other Professional Services,45-64,Females,1225,1320,1386,1581,1651,1883
Other Payers and Programs,Other Professional Services,65-84,Females,316,341,337,408,420,551
Other Payers and Programs,Other Professional Services,85+,Females,20,25,44,56,66,62
Out-of-Pocket,Other Professional Services,Total,Total,12355,13728,14575,16884,17996,19883
Out-of-Pocket,Other Professional Services,0-18,Total,1193,1195,1360,1550,1746,1996
Out-of-Pocket,Other Professional Services,19-44,Total,3727,3956,4182,4796,5011,5621
Out-of-Pocket,Other Professional Services,45-64,Total,4452,4908,5183,5949,6229,6780
Out-of-Pocket,Other Professional Services,65-84,Total,2504,3105,3210,3811,4191,4676
Out-of-Pocket,Other Professional Services,85+,Total,479,565,641,778,820,810
Out-of-Pocket,Other Professional Services,Total,Males,4743,5352,5818,6891,7298,7998
Out-of-Pocket,Other Professional Services,0-18,Males,593,606,703,803,897,1015
Out-of-Pocket,Other Professional Services,19-44,Males,1413,1525,1637,1913,1955,2263
Out-of-Pocket,Other Professional Services,45-64,Males,1636,1807,1927,2257,2350,2599
Out-of-Pocket,Other Professional Services,65-84,Males,965,1249,1357,1689,1834,1860
Out-of-Pocket,Other Professional Services,85+,Males,136,165,193,230,262,260
Out-of-Pocket,Other Professional Services,Total,Females,7612,8377,8757,9993,10698,11885
Out-of-Pocket,Other Professional Services,0-18,Females,599,589,657,747,849,981
Out-of-Pocket,Other Professional Services,19-44,Females,2315,2431,2545,2884,3056,3358
Out-of-Pocket,Other Professional Services,45-64,Females,2816,3101,3256,3693,3879,4181
Out-of-Pocket,Other Professional Services,65-84,Females,1539,1856,1852,2122,2357,2815
Out-of-Pocket,Other Professional Services,85+,Females,343,400,448,548,558,550
Private health Insurance,Other Professional Services,Total,Total,16896,19641,20841,23946,25394,28369
Private health Insurance,Other Professional Services,0-18,Total,2050,2225,2323,2579,2750,3455
Private health Insurance,Other Professional Services,19-44,Total,5103,5975,6194,7130,7271,8242
Private health Insurance,Other Professional Services,45-64,Total,7706,8985,9608,11140,12170,12964
Private health Insurance,Other Professional Services,65-84,Total,1782,2134,2318,2723,2799,3261
Private health Insurance,Other Professional Services,85+,Total,255,321,398,374,404,448
Private health Insurance,Other Professional Services,Total,Males,7076,7595,8156,9562,10258,11510
Private health Insurance,Other Professional Services,0-18,Males,1133,1208,1266,1397,1464,1893
Private health Insurance,Other Professional Services,19-44,Males,2159,2295,2362,2789,2863,3244
Private health Insurance,Other Professional Services,45-64,Males,2988,3278,3489,4108,4619,4911
Private health Insurance,Other Professional Services,65-84,Males,732,718,923,1140,1173,1295
Private health Insurance,Other Professional Services,85+,Males,64,95,115,128,139,167
Private health Insurance,Other Professional Services,Total,Females,9820,12046,12685,14384,15136,16859
Private health Insurance,Other Professional Services,0-18,Females,917,1017,1056,1182,1286,1562
Private health Insurance,Other Professional Services,19-44,Females,2944,3680,3832,4341,4409,4998
Private health Insurance,Other Professional Services,45-64,Females,4718,5707,6119,7032,7550,8053
Private health Insurance,Other Professional Services,65-84,Females,1050,1416,1395,1583,1626,1966
Private health Insurance,Other Professional Services,85+,Females,191,225,283,246,265,281
Total,Other Professional Services,Total,Total,43338,49887,54540,63681,69893,77570
Total,Other Professional Services,0-18,Total,4980,5421,5978,6877,7845,8952
Total,Other Professional Services,19-44,Total,11619,13079,13834,15858,16558,17993
Total,Other Professional Services,45-64,Total,15026,17287,18643,21644,23833,25999
Total,Other Professional Services,65-84,Total,9947,11945,13424,16123,17997,21160
Total,Other Professional Services,85+,Total,1766,2155,2661,3178,3660,3466
Total,Other Professional Services,Total,Males,17400,19526,21548,25641,28474,31791
Total,Other Professional Services,0-18,Males,2639,2891,3180,3693,4149,4787
Total,Other Professional Services,19-44,Males,4577,4986,5226,6050,6355,6913
Total,Other Professional Services,45-64,Males,5756,6428,6919,8156,9245,10081
Total,Other Professional Services,65-84,Males,3930,4584,5420,6745,7551,8777
Total,Other Professional Services,85+,Males,499,637,802,998,1174,1234
Total,Other Professional Services,Total,Females,25938,30361,32993,38040,41419,45779
Total,Other Professional Services,0-18,Females,2341,2531,2798,3184,3696,4166
Total,Other Professional Services,19-44,Females,7042,8092,8607,9808,10203,11079
Total,Other Professional Services,45-64,Females,9271,10859,11724,13489,14588,15918
Total,Other Professional Services,65-84,Females,6017,7361,8003,9378,10446,12384
Total,Other Professional Services,85+,Females,1267,1517,1860,2181,2485,2232
Medicaid,Physician and Clinical Services,Total,Total,24022,27986,31778,35912,43243,46925
Medicaid,Physician and Clinical Services,0-18,Total,9319,11000,12934,13921,16618,17676
Medicaid,Physician and Clinical Services,19-44,Total,8130,9363,10319,11596,13963,15283
Medicaid,Physician and Clinical Services,45-64,Total,4735,5864,6703,7984,9681,10699
Medicaid,Physician and Clinical Services,65-84,Total,1537,1492,1531,1982,2374,2588
Medicaid,Physician and Clinical Services,85+,Total,300,267,290,428,607,680
Medicaid,Physician and Clinical Services,Total,Males,9818,11595,13238,14896,18318,20054
Medicaid,Physician and Clinical Services,0-18,Males,5135,6137,7190,7646,9153,9757
Medicaid,Physician and Clinical Services,19-44,Males,2205,2533,2712,3113,4003,4527
Medicaid,Physician and Clinical Services,45-64,Males,1905,2364,2753,3361,4204,4710
Medicaid,Physician and Clinical Services,65-84,Males,512,506,524,689,836,917
Medicaid,Physician and Clinical Services,85+,Males,61,54,59,88,122,143
Medicaid,Physician and Clinical Services,Total,Females,14204,16391,18540,21016,24925,26871
Medicaid,Physician and Clinical Services,0-18,Females,4185,4863,5744,6275,7466,7918
Medicaid,Physician and Clinical Services,19-44,Females,5924,6830,7607,8483,9960,10757
Medicaid,Physician and Clinical Services,45-64,Females,2830,3500,3950,4624,5476,5989
Medicaid,Physician and Clinical Services,65-84,Females,1025,986,1006,1293,1538,1671
Medicaid,Physician and Clinical Services,85+,Females,240,212,231,340,485,537
Medicare,Physician and Clinical Services,Total,Total,68041,80541,91346,103794,115739,128035
Medicare,Physician and Clinical Services,0-18,Total,11,14,17,17,17,17
Medicare,Physician and Clinical Services,19-44,Total,2133,2668,3095,3220,3626,4007
Medicare,Physician and Clinical Services,45-64,Total,6864,9088,11358,13188,15655,17895
Medicare,Physician and Clinical Services,65-84,Total,51129,59390,65605,73815,80729,88614
Medicare,Physician and Clinical Services,85+,Total,7904,9381,11272,13554,15711,17503
Medicare,Physician and Clinical Services,Total,Males,30383,36068,40784,46525,51848,57464
Medicare,Physician and Clinical Services,0-18,Males,6,7,9,9,9,9
Medicare,Physician and Clinical Services,19-44,Males,1115,1391,1563,1578,1741,1897
Medicare,Physician and Clinical Services,45-64,Males,3345,4415,5482,6305,7431,8522
Medicare,Physician and Clinical Services,65-84,Males,23035,26777,29589,33567,36787,40413
Medicare,Physician and Clinical Services,85+,Males,2881,3478,4141,5066,5881,6622
Medicare,Physician and Clinical Services,Total,Females,37658,44472,50561,57269,63890,70570
Medicare,Physician and Clinical Services,0-18,Females,6,7,8,8,9,8
Medicare,Physician and Clinical Services,19-44,Females,1018,1277,1531,1642,1885,2109
Medicare,Physician and Clinical Services,45-64,Females,3518,4673,5876,6882,8224,9373
Medicare,Physician and Clinical Services,65-84,Females,28094,32613,36016,40248,43942,48200
Medicare,Physician and Clinical Services,85+,Females,5022,5903,7131,8488,9830,10880
Other Payers and Programs,Physician and Clinical Services,Total,Total,48423,56315,62421,71814,75938,83736
Other Payers and Programs,Physician and Clinical Services,0-18,Total,9120,9846,11170,13433,13403,14468
Other Payers and Programs,Physician and Clinical Services,19-44,Total,17290,19452,21928,23735,24888,26533
Other Payers and Programs,Physician and Clinical Services,45-64,Total,15887,20401,22279,26088,28253,32966
Other Payers and Programs,Physician and Clinical Services,65-84,Total,5588,5970,6219,7461,8163,8432
Other Payers and Programs,Physician and Clinical Services,85+,Total,538,646,825,1097,1232,1336
Other Payers and Programs,Physician and Clinical Services,Total,Males,21217,24197,26830,31403,33548,37401
Other Payers and Programs,Physician and Clinical Services,0-18,Males,4808,5125,5782,6885,7317,7908
Other Payers and Programs,Physician and Clinical Services,19-44,Males,6406,7034,7840,8405,8929,9138
Other Payers and Programs,Physician and Clinical Services,45-64,Males,7201,9008,10033,12096,12620,15528
Other Payers and Programs,Physician and Clinical Services,65-84,Males,2607,2789,2847,3564,4153,4227
Other Payers and Programs,Physician and Clinical Services,85+,Males,195,241,328,452,529,600
Other Payers and Programs,Physician and Clinical Services,Total,Females,27206,32119,35591,40411,42390,46334
Other Payers and Programs,Physician and Clinical Services,0-18,Females,4313,4721,5388,6548,6086,6560
Other Payers and Programs,Physician and Clinical Services,19-44,Females,10884,12418,14088,15330,15958,17395
Other Payers and Programs,Physician and Clinical Services,45-64,Females,8686,11393,12246,13992,15633,17438
Other Payers and Programs,Physician and Clinical Services,65-84,Females,2981,3181,3372,3897,4010,4205
Other Payers and Programs,Physician and Clinical Services,85+,Females,343,405,497,645,703,736
Out-of-Pocket,Physician and Clinical Services,Total,Total,35161,39064,43522,47019,49015,52524
Out-of-Pocket,Physician and Clinical Services,0-18,Total,4675,5423,6371,6707,6624,6927
Out-of-Pocket,Physician and Clinical Services,19-44,Total,9581,10882,12265,13187,13324,14808
Out-of-Pocket,Physician and Clinical Services,45-64,Total,12835,14224,15602,16710,17300,17550
Out-of-Pocket,Physician and Clinical Services,65-84,Total,7293,7680,8330,9209,10234,11362
Out-of-Pocket,Physician and Clinical Services,85+,Total,778,855,953,1206,1534,1877
Out-of-Pocket,Physician and Clinical Services,Total,Males,14428,16232,18419,20066,20995,22646
Out-of-Pocket,Physician and Clinical Services,0-18,Males,2405,2796,3297,3454,3419,3568
Out-of-Pocket,Physician and Clinical Services,19-44,Males,3306,3764,4434,4761,4724,5416
Out-of-Pocket,Physician and Clinical Services,45-64,Males,5108,5752,6453,6987,7159,7357
Out-of-Pocket,Physician and Clinical Services,65-84,Males,3333,3608,3883,4403,5073,5447
Out-of-Pocket,Physician and Clinical Services,85+,Males,278,313,353,461,620,857
Out-of-Pocket,Physician and Clinical Services,Total,Females,20733,22832,25102,26952,28020,29877
Out-of-Pocket,Physician and Clinical Services,0-18,Females,2270,2627,3074,3253,3204,3359
Out-of-Pocket,Physician and Clinical Services,19-44,Females,6275,7118,7831,8426,8600,9391
Out-of-Pocket,Physician and Clinical Services,45-64,Females,7727,8472,9149,9723,10141,10193
Out-of-Pocket,Physician and Clinical Services,65-84,Females,3960,4073,4448,4806,5161,5915
Out-of-Pocket,Physician and Clinical Services,85+,Females,500,543,600,745,914,1020
Private health Insurance,Physician and Clinical Services,Total,Total,162691,186528,206855,225208,232428,251826
Private health Insurance,Physician and Clinical Services,0-18,Total,16819,21304,22953,26324,26810,28844
Private health Insurance,Physician and Clinical Services,19-44,Total,44986,52834,58503,63250,63625,69413
Private health Insurance,Physician and Clinical Services,45-64,Total,82077,92614,104769,113288,118745,125114
Private health Insurance,Physician and Clinical Services,65-84,Total,17317,18074,18727,19887,20147,24955
Private health Insurance,Physician and Clinical Services,85+,Total,1491,1702,1904,2459,3101,3500
Private health Insurance,Physician and Clinical Services,Total,Males,67078,77514,85545,92778,95580,104510
Private health Insurance,Physician and Clinical Services,0-18,Males,8936,11251,12141,13680,14053,15137
Private health Insurance,Physician and Clinical Services,19-44,Males,15106,17784,19509,20772,20796,23146
Private health Insurance,Physician and Clinical Services,45-64,Males,34716,38892,43955,47273,49303,52162
Private health Insurance,Physician and Clinical Services,65-84,Males,7811,8964,9231,9935,9909,12380
Private health Insurance,Physician and Clinical Services,85+,Males,510,624,709,1118,1519,1686
Private health Insurance,Physician and Clinical Services,Total,Females,95612,109014,121310,132429,136849,147315
Private health Insurance,Physician and Clinical Services,0-18,Females,7883,10053,10812,12644,12758,13707
Private health Insurance,Physician and Clinical Services,19-44,Females,29880,35050,38993,42477,42830,46267
Private health Insurance,Physician and Clinical Services,45-64,Females,47361,53722,60813,66015,69442,72952
Private health Insurance,Physician and Clinical Services,65-84,Females,9506,9110,9496,9952,10238,12575
Private health Insurance,Physician and Clinical Services,85+,Females,982,1078,1195,1341,1581,1814
Total,Physician and Clinical Services,Total,Total,338338,390434,435922,483746,516363,563045
Total,Physician and Clinical Services,0-18,Total,39944,47587,53446,60403,63473,67931
Total,Physician and Clinical Services,19-44,Total,82120,95199,106110,114988,119425,130043
Total,Physician and Clinical Services,45-64,Total,122398,142191,160710,177257,189634,204223
Total,Physician and Clinical Services,65-84,Total,82864,92606,100412,112354,121647,135951
Total,Physician and Clinical Services,85+,Total,11011,12850,15243,18745,22185,24896
Total,Physician and Clinical Services,Total,Males,142925,165606,184817,205669,220289,242076
Total,Physician and Clinical Services,0-18,Males,21289,25315,28419,31674,33950,36380
Total,Physician and Clinical Services,19-44,Males,28138,32506,36058,38630,40192,44124
Total,Physician and Clinical Services,45-64,Males,52276,60431,68676,76022,80717,88279
Total,Physician and Clinical Services,65-84,Males,37298,42644,46074,52158,56758,63384
Total,Physician and Clinical Services,85+,Males,3924,4709,5590,7186,8672,9909
Total,Physician and Clinical Services,Total,Females,195413,224828,251105,278078,296075,320969
Total,Physician and Clinical Services,0-18,Females,18656,22272,25028,28729,29523,31552
Total,Physician and Clinical Services,19-44,Females,53982,62693,70052,76358,79233,85919
Total,Physician and Clinical Services,45-64,Females,70123,81760,92034,101235,108917,115945
Total,Physician and Clinical Services,65-84,Females,45566,49962,54338,60196,64889,72566
Total,Physician and Clinical Services,85+,Females,7086,8141,9653,11559,13513,14987
Medicaid,Prescription Drugs,Total,Total,27520,35844,19109,19226,20273,21090
Medicaid,Prescription Drugs,0-18,Total,4557,6153,5912,6057,6234,7132
Medicaid,Prescription Drugs,19-44,Total,7126,9036,5810,5799,6248,6449
Medicaid,Prescription Drugs,45-64,Total,8040,10868,6276,6343,6760,6348
Medicaid,Prescription Drugs,65-84,Total,6076,7717,934,864,855,922
Medicaid,Prescription Drugs,85+,Total,1721,2071,177,164,177,238
Medicaid,Prescription Drugs,Total,Males,10749,14156,8254,8529,9038,9513
Medicaid,Prescription Drugs,0-18,Males,2585,3518,3456,3592,3693,4199
Medicaid,Prescription Drugs,19-44,Males,2971,3657,2112,2165,2312,2353
Medicaid,Prescription Drugs,45-64,Males,3160,4355,2354,2458,2711,2601
Medicaid,Prescription Drugs,65-84,Males,1735,2263,295,279,284,310
Medicaid,Prescription Drugs,85+,Males,298,363,36,34,37,50
Medicaid,Prescription Drugs,Total,Females,16770,21689,10856,10697,11236,11577
Medicaid,Prescription Drugs,0-18,Females,1972,2636,2456,2465,2540,2934
Medicaid,Prescription Drugs,19-44,Females,4155,5378,3698,3633,3936,4096
Medicaid,Prescription Drugs,45-64,Females,4880,6512,3922,3885,4049,3748
Medicaid,Prescription Drugs,65-84,Females,4341,5454,639,584,571,612
Medicaid,Prescription Drugs,85+,Females,1422,1708,140,129,139,188
Medicare,Prescription Drugs,Total,Total,2473,3371,39637,50644,58918,67435
Medicare,Prescription Drugs,0-18,Total,0,0,16,17,16,17
Medicare,Prescription Drugs,19-44,Total,143,227,3796,4449,4702,5159
Medicare,Prescription Drugs,45-64,Total,304,503,8830,11787,14274,17175
Medicare,Prescription Drugs,65-84,Total,1767,2278,22749,29111,33791,38732
Medicare,Prescription Drugs,85+,Total,259,363,4246,5279,6134,6352
Medicare,Prescription Drugs,Total,Males,1174,1565,15778,20819,24649,28814
Medicare,Prescription Drugs,0-18,Males,0,0,10,10,10,10
Medicare,Prescription Drugs,19-44,Males,113,167,2113,2427,2513,2657
Medicare,Prescription Drugs,45-64,Males,163,252,4167,5574,6758,8131
Medicare,Prescription Drugs,65-84,Males,800,1017,8435,11395,13678,16138
Medicare,Prescription Drugs,85+,Males,97,128,1053,1413,1691,1878
Medicare,Prescription Drugs,Total,Females,1300,1807,23859,29825,34268,38621
Medicare,Prescription Drugs,0-18,Females,0,0,7,7,7,7
Medicare,Prescription Drugs,19-44,Females,30,60,1683,2023,2189,2503
Medicare,Prescription Drugs,45-64,Females,141,251,4663,6213,7516,9044
Medicare,Prescription Drugs,65-84,Females,967,1261,14313,17715,20114,22593
Medicare,Prescription Drugs,85+,Females,162,235,3193,3866,4443,4473
Other Payers and Programs,Prescription Drugs,Total,Total,7362,10364,12158,12228,12464,12087
Other Payers and Programs,Prescription Drugs,0-18,Total,829,1189,1553,1577,1814,1915
Other Payers and Programs,Prescription Drugs,19-44,Total,1498,1961,2344,2193,2134,2107
Other Payers and Programs,Prescription Drugs,45-64,Total,2990,4275,5559,5536,5433,5508
Other Payers and Programs,Prescription Drugs,65-84,Total,1782,2543,2377,2515,2668,2206
Other Payers and Programs,Prescription Drugs,85+,Total,263,397,325,407,416,352
Other Payers and Programs,Prescription Drugs,Total,Males,3171,4516,5297,5583,5796,5822
Other Payers and Programs,Prescription Drugs,0-18,Males,471,653,872,897,1003,1064
Other Payers and Programs,Prescription Drugs,19-44,Males,510,674,824,752,816,822
Other Payers and Programs,Prescription Drugs,45-64,Males,1336,1893,2453,2619,2554,2666
Other Payers and Programs,Prescription Drugs,65-84,Males,773,1166,1041,1164,1246,1128
Other Payers and Programs,Prescription Drugs,85+,Males,82,130,107,150,177,143
Other Payers and Programs,Prescription Drugs,Total,Females,4191,5847,6861,6645,6668,6265
Other Payers and Programs,Prescription Drugs,0-18,Females,359,536,681,680,812,851
Other Payers and Programs,Prescription Drugs,19-44,Females,988,1286,1520,1441,1317,1285
Other Payers and Programs,Prescription Drugs,45-64,Females,1654,2381,3105,2916,2878,2842
Other Payers and Programs,Prescription Drugs,65-84,Females,1009,1377,1336,1351,1422,1079
Other Payers and Programs,Prescription Drugs,85+,Females,182,266,218,257,239,209
Out-of-Pocket,Prescription Drugs,Total,Total,40807,48145,51213,49621,45251,45221
Out-of-Pocket,Prescription Drugs,0-18,Total,2101,2397,2755,2565,2259,2353
Out-of-Pocket,Prescription Drugs,19-44,Total,8030,8810,10344,9495,7974,7781
Out-of-Pocket,Prescription Drugs,45-64,Total,16175,19713,23083,21731,19245,18912
Out-of-Pocket,Prescription Drugs,65-84,Total,12749,15006,12990,13706,13641,14053
Out-of-Pocket,Prescription Drugs,85+,Total,1752,2220,2042,2124,2132,2122
Out-of-Pocket,Prescription Drugs,Total,Males,15988,19486,21199,21862,19351,20252
Out-of-Pocket,Prescription Drugs,0-18,Males,1220,1393,1584,1520,1387,1467
Out-of-Pocket,Prescription Drugs,19-44,Males,2728,3113,3646,3318,2845,2907
Out-of-Pocket,Prescription Drugs,45-64,Males,6716,8304,9854,10217,8363,8869
Out-of-Pocket,Prescription Drugs,65-84,Males,4779,6044,5504,6114,6061,6291
Out-of-Pocket,Prescription Drugs,85+,Males,545,632,611,694,696,718
Out-of-Pocket,Prescription Drugs,Total,Females,24819,28660,30015,27759,25900,24969
Out-of-Pocket,Prescription Drugs,0-18,Females,881,1004,1171,1045,872,885
Out-of-Pocket,Prescription Drugs,19-44,Females,5302,5698,6698,6177,5129,4874
Out-of-Pocket,Prescription Drugs,45-64,Females,9459,11408,13229,11514,10882,10043
Out-of-Pocket,Prescription Drugs,65-84,Females,7969,8962,7486,7592,7580,7761
Out-of-Pocket,Prescription Drugs,85+,Females,1207,1587,1430,1431,1437,1405
Private health Insurance,Prescription Drugs,Total,Total,79754,95103,101960,109705,116128,113285
Private health Insurance,Prescription Drugs,0-18,Total,4950,6181,7449,8174,8885,8912
Private health Insurance,Prescription Drugs,19-44,Total,18601,21385,24379,26646,28055,27427
Private health Insurance,Prescription Drugs,45-64,Total,37013,45096,54889,58246,60844,57190
Private health Insurance,Prescription Drugs,65-84,Total,17588,19872,13735,14938,16394,17670
Private health Insurance,Prescription Drugs,85+,Total,1602,2568,1507,1701,1950,2086
Private health Insurance,Prescription Drugs,Total,Males,35749,42134,45878,50558,54145,52856
Private health Insurance,Prescription Drugs,0-18,Males,2832,3623,4371,4702,5133,5193
Private health Insurance,Prescription Drugs,19-44,Males,7583,8529,9684,11017,11526,11349
Private health Insurance,Prescription Drugs,45-64,Males,16819,20467,25325,27115,28979,27084
Private health Insurance,Prescription Drugs,65-84,Males,7978,8723,6058,7200,7871,8542
Private health Insurance,Prescription Drugs,85+,Males,538,793,439,524,637,688
Private health Insurance,Prescription Drugs,Total,Females,44004,52968,56082,59147,61983,60430
Private health Insurance,Prescription Drugs,0-18,Females,2118,2558,3078,3472,3751,3720
Private health Insurance,Prescription Drugs,19-44,Females,11019,12857,14695,15629,16529,16077
Private health Insurance,Prescription Drugs,45-64,Females,20194,24629,29564,31131,31865,30106
Private health Insurance,Prescription Drugs,65-84,Females,9610,11149,7677,7738,8524,9128
