Code,Item,Group,Region_Number,Region_Name,State_Name,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Average_Annual_Percent_Growth
4,Medicare/Other Professional Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,3,4,5,6,7,8,9,11,13,14,17,20,23,26,30,32,36,40,46,49,68,79,85,111,136,144,157,176,199,218,230,243,260,282,316,14.5
4,Medicare/Other Professional Services (Millions of Dollars),State,7,Rocky Mountains,Wyoming,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,3,3,3,4,6,8,10,12,15,15,14,14,16,16,18,20,23,24,23,16.4
5,Medicare/Dental Services (Millions of Dollars),United States,0,United States,,0,0,0,0,0,1,1,1,1,2,2,16,17,34,40,54,74,89,99,78,81,86,79,70,71,86,103,164,221,296,242,294,368,478,408,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,Alabama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,2,4,4,2,2,4,7,11,7,
5,Medicare/Dental Services (Millions of Dollars),State,8,Far West,Alaska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Medicare/Dental Services (Millions of Dollars),State,6,Southwest,Arizona,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,2,3,2,2,3,4,4,7,10,12,9,11,14,19,20,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,4,5,2,
5,Medicare/Dental Services (Millions of Dollars),State,8,Far West,California,0,0,0,0,0,0,0,0,1,1,1,2,3,10,12,18,27,34,39,30,23,17,16,11,9,15,13,17,22,32,31,38,46,50,57,
5,Medicare/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,1,1,1,2,3,7,5,4,6,5,5,
5,Medicare/Dental Services (Millions of Dollars),State,1,New England,Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,2,2,2,2,
5,Medicare/Dental Services (Millions of Dollars),State,2,Mideast,Delaware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Medicare/Dental Services (Millions of Dollars),State,2,Mideast,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,Florida,0,0,0,0,0,0,0,0,0,0,0,2,2,5,6,8,12,15,18,12,13,14,12,8,14,17,17,24,33,48,43,61,81,96,71,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,6,4,7,10,22,13,
5,Medicare/Dental Services (Millions of Dollars),State,8,Far West,Hawaii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,2,2,2,2,3,3,
5,Medicare/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Idaho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,
5,Medicare/Dental Services (Millions of Dollars),State,3,Great Lakes,Illinois,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,3,2,2,2,1,1,1,1,1,2,3,4,3,3,4,7,8,
5,Medicare/Dental Services (Millions of Dollars),State,3,Great Lakes,Indiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2,2,2,2,3,4,3,
5,Medicare/Dental Services (Millions of Dollars),State,4,Plains,Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2,1,
5,Medicare/Dental Services (Millions of Dollars),State,4,Plains,Kansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,Kentucky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,3,2,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,7,7,8,4,6,8,9,7,
5,Medicare/Dental Services (Millions of Dollars),State,1,New England,Maine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,
5,Medicare/Dental Services (Millions of Dollars),State,2,Mideast,Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,3,3,3,3,3,2,2,2,3,2,
5,Medicare/Dental Services (Millions of Dollars),State,1,New England,Massachusetts,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,6,5,4,4,3,3,1,4,3,2,2,2,2,2,3,3,3,
5,Medicare/Dental Services (Millions of Dollars),State,3,Great Lakes,Michigan,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,3,17,7,12,10,11,7,
5,Medicare/Dental Services (Millions of Dollars),State,4,Plains,Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,3,3,4,3,2,2,2,3,3,3,3,5,4,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,Mississippi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,3,2,
5,Medicare/Dental Services (Millions of Dollars),State,4,Plains,Missouri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,4,5,7,11,6,
5,Medicare/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Montana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Medicare/Dental Services (Millions of Dollars),State,4,Plains,Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
5,Medicare/Dental Services (Millions of Dollars),State,8,Far West,Nevada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,3,4,5,5,
5,Medicare/Dental Services (Millions of Dollars),State,1,New England,New Hampshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Medicare/Dental Services (Millions of Dollars),State,2,Mideast,New Jersey,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,3,2,2,2,2,1,1,1,2,4,5,6,4,5,7,7,6,
5,Medicare/Dental Services (Millions of Dollars),State,6,Southwest,New Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,
5,Medicare/Dental Services (Millions of Dollars),State,2,Mideast,New York,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,3,4,5,5,3,5,7,8,8,10,11,15,27,31,36,31,28,35,42,45,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,North Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,2,3,5,4,4,5,7,7,
5,Medicare/Dental Services (Millions of Dollars),State,4,Plains,North Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Medicare/Dental Services (Millions of Dollars),State,3,Great Lakes,Ohio,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,3,3,4,4,3,3,3,4,6,8,6,7,9,12,8,
5,Medicare/Dental Services (Millions of Dollars),State,6,Southwest,Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,2,
5,Medicare/Dental Services (Millions of Dollars),State,8,Far West,Oregon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,1,2,1,1,1,2,3,3,2,1,2,2,2,
5,Medicare/Dental Services (Millions of Dollars),State,2,Mideast,Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,4,6,8,6,6,6,5,7,12,21,14,15,17,19,17,15,
5,Medicare/Dental Services (Millions of Dollars),State,1,New England,Rhode Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,2,2,1,1,1,1,1,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,3,4,7,13,7,
5,Medicare/Dental Services (Millions of Dollars),State,4,Plains,South Dakota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,Tennessee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,3,6,8,7,11,21,10,
5,Medicare/Dental Services (Millions of Dollars),State,6,Southwest,Texas,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,3,3,3,2,3,6,12,17,24,19,29,29,44,45,
5,Medicare/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,2,2,3,3,
5,Medicare/Dental Services (Millions of Dollars),State,1,New England,Vermont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,4,2,2,4,4,
5,Medicare/Dental Services (Millions of Dollars),State,8,Far West,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,2,1,2,1,1,1,2,4,5,4,5,7,11,9,
5,Medicare/Dental Services (Millions of Dollars),State,5,Southeast,West Virginia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,1,
5,Medicare/Dental Services (Millions of Dollars),State,3,Great Lakes,Wisconsin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,3,3,3,4,5,6,
5,Medicare/Dental Services (Millions of Dollars),State,7,Rocky Mountains,Wyoming,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,Medicare/Home Health Care (Millions of Dollars),United States,0,United States,,638,830,1074,1316,1554,1597,1570,1558,1725,2188,3263,4641,6446,8305,11084,12964,14025,13850,9422,8191,8546,9900,11338,13235,15536,18208,21060,24264,27052,30281,31721,32205,33388,33689,34246,12.4
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,Alabama,12,16,22,25,32,37,42,43,50,64,106,157,223,275,340,369,365,364,186,187,194,220,272,329,402,484,561,587,621,668,714,717,721,712,726,12.7
6,Medicare/Home Health Care (Millions of Dollars),State,8,Far West,Alaska,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,7,7,3,2,2,2,2,3,5,7,8,6,7,7,12,12,12,13,14,15.7
6,Medicare/Home Health Care (Millions of Dollars),State,6,Southwest,Arizona,2,2,5,7,10,12,8,9,10,15,34,49,69,92,130,162,189,179,130,113,125,163,195,243,297,363,430,502,533,574,617,648,688,659,652,18.5
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,Arkansas,4,8,8,9,9,10,10,11,15,21,29,42,57,70,91,98,102,89,64,52,53,66,73,85,102,127,143,158,170,207,227,236,247,249,263,13
6,Medicare/Home Health Care (Millions of Dollars),State,8,Far West,California,65,83,113,141,158,158,152,156,176,201,255,370,508,670,951,1177,1206,1125,816,772,826,942,1131,1378,1586,1798,1967,2187,2367,2679,2670,2828,3218,3399,3659,12.6
6,Medicare/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Colorado,8,11,18,16,17,15,13,15,17,20,30,36,46,70,103,129,139,138,91,83,87,103,136,165,186,199,218,248,279,326,363,378,405,399,404,12.3
6,Medicare/Home Health Care (Millions of Dollars),State,1,New England,Connecticut,16,22,27,33,39,40,37,33,31,44,62,95,136,181,242,280,301,292,201,168,172,192,205,215,236,257,275,294,321,339,364,363,370,384,397,9.8
6,Medicare/Home Health Care (Millions of Dollars),State,2,Mideast,Delaware,1,2,3,4,6,6,5,4,5,6,9,12,17,17,24,29,31,33,26,25,27,31,33,40,48,52,59,71,87,103,117,119,114,101,110,13.9
6,Medicare/Home Health Care (Millions of Dollars),State,2,Mideast,District of Columbia,3,3,4,6,6,6,6,5,7,7,11,12,14,16,20,22,27,28,22,20,19,21,21,18,20,22,22,28,34,39,40,40,41,41,40,8
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,Florida,69,85,108,129,154,156,155,166,215,276,395,540,763,891,1113,1197,1199,1048,741,816,872,1032,1167,1440,1695,2033,2468,3086,3551,3862,3678,3728,3736,3778,3715,12.4
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,Georgia,13,16,21,25,32,38,45,50,62,72,123,185,272,356,427,398,402,332,230,225,222,252,288,329,394,460,528,614,712,840,901,956,1038,1020,1006,13.6
6,Medicare/Home Health Care (Millions of Dollars),State,8,Far West,Hawaii,1,1,1,2,2,2,1,1,1,2,3,4,6,9,14,20,16,14,14,13,18,20,21,22,24,28,31,34,40,45,49,58,60,71,75,14.7
6,Medicare/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Idaho,2,3,3,4,5,5,3,3,4,4,6,9,12,18,28,41,47,46,24,24,27,30,33,38,49,62,76,93,103,118,125,133,151,162,170,13.9
6,Medicare/Home Health Care (Millions of Dollars),State,3,Great Lakes,Illinois,36,42,49,57,69,73,64,63,73,89,129,179,239,306,418,449,446,411,301,257,285,356,411,476,572,687,817,975,1117,1326,1518,1496,1480,1499,1472,11.5
6,Medicare/Home Health Care (Millions of Dollars),State,3,Great Lakes,Indiana,7,8,10,13,18,17,17,18,20,27,41,61,97,134,188,229,246,241,144,112,118,145,162,201,243,292,331,369,412,459,502,516,524,536,568,14
6,Medicare/Home Health Care (Millions of Dollars),State,4,Plains,Iowa,4,6,7,8,8,7,7,7,8,10,18,24,33,42,60,70,74,73,50,43,44,58,66,79,91,111,135,157,175,190,206,212,228,226,215,12.7
6,Medicare/Home Health Care (Millions of Dollars),State,4,Plains,Kansas,4,6,9,12,13,10,8,9,10,13,21,27,36,47,70,80,95,97,59,43,43,55,65,82,99,117,140,157,167,184,198,203,222,229,249,12.8
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,Kentucky,5,7,8,10,12,13,20,22,25,34,55,82,106,133,151,159,168,181,125,145,142,157,169,167,181,205,250,274,305,358,396,396,401,417,415,13.7
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,Louisiana,12,14,18,23,30,32,33,33,36,49,84,130,205,297,476,596,720,705,422,321,309,295,339,385,477,527,586,671,715,795,858,845,834,800,770,13
6,Medicare/Home Health Care (Millions of Dollars),State,1,New England,Maine,4,5,6,6,7,6,6,6,8,12,21,30,44,55,72,83,93,95,69,54,56,62,63,63,73,82,92,100,111,119,126,124,128,129,133,10.6
6,Medicare/Home Health Care (Millions of Dollars),State,2,Mideast,Maryland,9,14,18,22,28,23,24,22,21,26,37,56,72,86,108,142,160,161,137,134,135,161,143,170,188,210,229,256,293,326,372,385,407,424,440,12
6,Medicare/Home Health Care (Millions of Dollars),State,1,New England,Massachusetts,24,33,46,55,49,43,45,43,48,76,123,192,272,368,458,516,555,521,330,259,265,323,363,405,444,489,556,622,669,724,774,811,841,851,863,11.2
6,Medicare/Home Health Care (Millions of Dollars),State,3,Great Lakes,Michigan,22,30,37,50,66,70,64,69,87,108,143,166,209,280,390,461,495,495,353,325,342,402,445,509,590,671,787,934,1157,1263,1288,1246,1222,1243,1257,12.7
6,Medicare/Home Health Care (Millions of Dollars),State,4,Plains,Minnesota,4,6,7,7,7,10,10,10,11,14,21,27,41,53,73,89,103,109,78,67,71,87,102,112,140,166,195,223,237,271,276,291,327,350,389,14
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,Mississippi,16,19,26,34,44,42,42,42,50,61,90,114,141,179,231,217,242,239,159,157,147,161,191,240,296,336,377,408,438,484,502,507,508,490,487,10.6
6,Medicare/Home Health Care (Millions of Dollars),State,4,Plains,Missouri,23,30,39,48,49,44,40,39,40,43,57,72,91,117,160,193,206,204,129,101,114,183,225,247,275,326,363,413,463,516,553,565,586,576,585,10.1
6,Medicare/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Montana,1,1,2,2,3,3,3,4,4,5,7,9,10,13,17,20,24,22,17,13,15,20,19,22,24,28,33,39,42,47,51,52,55,52,53,12.5
6,Medicare/Home Health Care (Millions of Dollars),State,4,Plains,Nebraska,1,2,3,4,4,4,4,4,3,4,6,8,10,13,17,20,24,26,17,16,19,25,27,32,36,43,51,61,73,87,97,106,116,119,122,13.9
6,Medicare/Home Health Care (Millions of Dollars),State,8,Far West,Nevada,1,1,2,3,3,4,4,5,7,10,15,19,32,44,51,54,63,63,51,48,49,56,76,119,130,151,161,177,192,248,278,310,336,336,311,18.6
6,Medicare/Home Health Care (Millions of Dollars),State,1,New England,New Hampshire,2,3,4,4,5,5,5,5,6,9,14,20,29,36,46,52,55,61,42,37,45,56,57,62,70,76,84,86,92,102,107,108,121,126,131,12.4
6,Medicare/Home Health Care (Millions of Dollars),State,2,Mideast,New Jersey,32,39,42,50,51,48,48,41,38,44,63,84,130,161,208,253,273,283,217,206,225,266,280,312,335,374,410,462,550,640,679,673,676,698,706,9.5
6,Medicare/Home Health Care (Millions of Dollars),State,6,Southwest,New Mexico,3,3,5,5,6,7,6,5,4,6,12,15,22,30,44,61,74,76,49,44,47,55,66,80,104,125,142,147,161,181,179,184,195,204,205,13.8
6,Medicare/Home Health Care (Millions of Dollars),State,2,Mideast,New York,43,59,72,86,103,112,101,79,66,95,148,226,358,445,509,576,640,675,518,475,534,591,661,715,787,859,900,970,1064,1138,1177,1198,1279,1304,1361,10.7
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,North Carolina,10,12,17,24,29,29,37,43,46,59,88,132,167,218,270,282,309,309,233,246,253,279,312,355,404,483,573,625,670,759,815,832,863,873,885,14.2
6,Medicare/Home Health Care (Millions of Dollars),State,4,Plains,North Dakota,1,1,1,1,1,1,1,2,2,2,3,4,6,6,8,7,8,7,6,5,5,6,6,8,11,13,15,18,18,20,20,20,21,21,21,11.3
6,Medicare/Home Health Care (Millions of Dollars),State,3,Great Lakes,Ohio,22,29,34,37,43,35,54,50,48,66,104,158,204,238,335,396,434,421,319,283,303,359,417,466,542,618,713,840,969,1054,1155,1235,1322,1346,1401,13
6,Medicare/Home Health Care (Millions of Dollars),State,6,Southwest,Oklahoma,4,7,11,11,14,12,9,12,17,25,38,58,87,134,237,358,439,448,251,188,191,208,251,301,380,447,510,571,598,676,738,696,669,655,648,16.1
6,Medicare/Home Health Care (Millions of Dollars),State,8,Far West,Oregon,7,9,11,12,15,15,11,10,12,15,17,29,37,40,51,58,62,65,50,52,59,69,85,102,121,141,161,193,212,247,262,274,302,306,324,11.9
6,Medicare/Home Health Care (Millions of Dollars),State,2,Mideast,Pennsylvania,45,59,74,90,116,134,126,118,120,133,179,232,293,371,480,566,596,598,440,385,423,483,541,629,667,762,866,986,1086,1167,1254,1307,1385,1367,1405,10.7
6,Medicare/Home Health Care (Millions of Dollars),State,1,New England,Rhode Island,5,7,10,12,11,10,12,10,11,14,19,26,36,46,59,66,80,90,61,40,42,44,47,50,59,69,83,94,107,120,128,130,135,139,139,10
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,South Carolina,8,10,13,15,22,23,21,21,22,25,40,56,82,114,154,158,154,141,108,110,113,136,146,159,188,222,284,343,407,456,493,514,559,581,595,13.5
6,Medicare/Home Health Care (Millions of Dollars),State,4,Plains,South Dakota,1,1,1,1,1,1,1,1,1,1,1,2,2,3,5,8,8,8,7,4,4,7,7,8,10,13,16,18,21,24,27,28,29,30,29,11.1
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,Tennessee,16,21,32,53,66,86,86,88,97,124,210,319,407,517,546,577,556,501,311,268,254,252,285,311,372,439,520,598,674,793,843,814,818,768,732,12
6,Medicare/Home Health Care (Millions of Dollars),State,6,Southwest,Texas,34,44,65,86,100,97,92,92,98,138,228,337,494,695,1188,1643,1949,2192,1348,809,792,898,1083,1320,1714,2216,2732,3225,3499,3993,4144,4012,3969,3929,3933,15
6,Medicare/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Utah,1,1,2,3,4,5,6,7,7,8,14,28,36,50,69,67,77,73,48,55,59,80,101,132,155,172,184,205,228,253,247,250,275,277,290,17.5
6,Medicare/Home Health Care (Millions of Dollars),State,1,New England,Vermont,2,3,3,3,3,4,4,4,6,8,12,16,20,26,34,41,42,43,32,28,30,42,43,41,45,49,52,52,53,55,56,56,61,62,64,10.2
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,Virginia,6,10,13,17,24,27,25,23,23,29,43,57,76,109,139,172,204,196,141,131,125,159,176,206,240,290,335,400,464,528,585,606,641,667,680,14.8
6,Medicare/Home Health Care (Millions of Dollars),State,8,Far West,Washington,11,15,20,21,24,23,23,22,24,31,38,55,68,92,108,114,99,98,80,88,100,117,131,146,169,208,239,288,322,353,382,398,427,437,458,11.6
6,Medicare/Home Health Care (Millions of Dollars),State,5,Southeast,West Virginia,4,6,7,8,10,10,10,11,11,14,21,28,42,43,58,72,83,82,57,44,40,50,57,62,70,77,92,112,140,155,172,180,193,190,198,11.8
6,Medicare/Home Health Care (Millions of Dollars),State,3,Great Lakes,Wisconsin,9,13,16,19,24,25,22,20,21,28,38,48,84,87,100,117,126,134,107,94,98,116,133,149,181,209,242,276,310,346,367,389,412,427,462,12.3
6,Medicare/Home Health Care (Millions of Dollars),State,7,Rocky Mountains,Wyoming,1,1,1,2,2,2,1,1,1,1,2,3,5,7,9,12,13,12,8,6,6,8,8,10,11,12,13,12,14,17,18,20,21,21,20,10.9
7,Medicare/Prescription Drugs (Millions of Dollars),United States,0,United States,,0,0,0,0,2,21,44,75,102,139,185,231,293,372,496,722,1011,1259,1561,1919,2096,2448,2473,2470,3372,3931,39638,45954,50644,54543,58946,63291,67529,74057,84769,
7,Medicare/Prescription Drugs (Millions of Dollars),State,5,Southeast,Alabama,0,0,0,0,0,0,1,1,1,2,3,4,6,7,8,11,12,12,17,21,26,33,41,57,67,76,753,876,956,990,1068,1144,1249,1377,1544,
7,Medicare/Prescription Drugs (Millions of Dollars),State,8,Far West,Alaska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,44,54,59,64,65,66,65,67,75,
7,Medicare/Prescription Drugs (Millions of Dollars),State,6,Southwest,Arizona,0,0,0,0,0,0,1,1,2,2,3,5,6,8,13,22,37,50,60,63,57,61,23,37,56,57,630,716,843,885,958,1026,1152,1289,1535,
7,Medicare/Prescription Drugs (Millions of Dollars),State,5,Southeast,Arkansas,0,0,0,0,0,0,0,1,1,2,2,3,4,4,5,7,8,8,11,14,17,22,24,29,35,41,450,517,558,584,609,636,664,717,802,
7,Medicare/Prescription Drugs (Millions of Dollars),State,8,Far West,California,0,0,0,0,1,6,11,16,22,29,37,45,55,74,110,173,257,311,337,429,522,683,552,296,389,516,4501,5030,5513,5938,6362,6763,7097,7662,8705,
7,Medicare/Prescription Drugs (Millions of Dollars),State,7,Rocky Mountains,Colorado,0,0,0,0,0,0,1,1,2,2,3,3,4,5,8,11,15,17,20,28,34,44,16,24,41,45,420,476,542,599,628,665,710,762,963,
7,Medicare/Prescription Drugs (Millions of Dollars),State,1,New England,Connecticut,0,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,5,7,10,8,11,14,12,14,21,29,524,590,647,684,729,797,859,945,1080,
7,Medicare/Prescription Drugs (Millions of Dollars),State,2,Mideast,Delaware,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,3,3,4,5,6,8,113,136,151,163,181,202,221,251,284,
7,Medicare/Prescription Drugs (Millions of Dollars),State,2,Mideast,District of Columbia,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,3,5,6,61,68,74,81,88,94,100,110,126,
7,Medicare/Prescription Drugs (Millions of Dollars),State,5,Southeast,Florida,0,0,0,0,0,4,7,12,17,23,31,39,50,64,84,130,196,269,352,411,376,374,471,414,585,501,2997,3389,3891,4360,4675,5093,5563,6124,7021,
7,Medicare/Prescription Drugs (Millions of Dollars),State,5,Southeast,Georgia,0,0,0,0,0,0,0,1,1,2,3,4,5,7,8,11,12,13,18,26,28,33,42,52,67,86,1151,1332,1452,1457,1584,1705,1854,2126,2471,
7,Medicare/Prescription Drugs (Millions of Dollars),State,8,Far West,Hawaii,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,4,5,5,5,6,7,10,10,9,12,13,131,195,214,229,240,247,266,281,321,
7,Medicare/Prescription Drugs (Millions of Dollars),State,7,Rocky Mountains,Idaho,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,4,5,6,8,7,10,12,163,188,205,222,239,255,287,306,362,
7,Medicare/Prescription Drugs (Millions of Dollars),State,3,Great Lakes,Illinois,0,0,0,0,0,1,2,3,4,5,6,7,9,12,15,21,29,34,43,55,45,40,52,64,84,107,1504,1744,1878,1993,2093,2175,2235,2372,2702,
7,Medicare/Prescription Drugs (Millions of Dollars),State,3,Great Lakes,Indiana,0,0,0,0,0,0,1,1,2,3,3,4,6,7,9,11,12,13,18,22,26,32,37,45,56,68,833,978,1070,1147,1269,1402,1495,1666,1887,
7,Medicare/Prescription Drugs (Millions of Dollars),State,4,Plains,Iowa,0,0,0,0,0,0,0,1,1,1,2,2,3,4,5,6,7,7,9,11,14,17,20,25,32,39,447,504,540,568,594,619,636,678,757,
7,Medicare/Prescription Drugs (Millions of Dollars),State,4,Plains,Kansas,0,0,0,0,0,0,0,1,1,1,2,2,3,3,4,5,6,7,8,10,13,16,20,21,27,33,371,432,469,505,528,551,572,606,682,
